[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2020-04-24 13:14:06.464531 I | etcdmain: etcd Version: 3.4.3
2020-04-24 13:15:56.292915 W | etcdserver: read-only range request "key:\"/registry/minions/master\" " with result "range_response_count:1 size:5479" took too long (728.971379ms) to execute
2020-04-24 13:15:56.293361 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:6" took too long (123.624934ms) to execute
2020-04-24 13:15:56.294255 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:8" took too long (580.640237ms) to execute
2020-04-24 13:15:56.683784 W | etcdserver: request "header:<ID:9653027836254939521 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/coredns-66bff467f8-jx2t2.1608c3cd90006578\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/coredns-66bff467f8-jx2t2.1608c3cd90006578\" value_size:773 lease:429655799400163407 >> failure:<>>" with result "size:18" took too long (259.426372ms) to execute
2020-04-24 13:15:56.688669 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (383.345996ms) to execute
2020-04-24 13:15:57.879787 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (296.255637ms) to execute
2020-04-24 13:15:58.264607 W | etcdserver: request "header:<ID:9653027836254939533 username:\"kube-apiserver-etcd-client\" auth_revision:1 > lease_grant:<ttl:15-second id:05f671ac52eee98c>" with result "size:41" took too long (235.087305ms) to execute
2020-04-24 13:15:58.265195 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:6" took too long (331.618598ms) to execute
2020-04-24 13:15:58.266557 W | etcdserver: read-only range request "key:\"/registry/namespaces/\" range_end:\"/registry/namespaces0\" " with result "range_response_count:4 size:1034" took too long (271.236941ms) to execute
2020-04-24 13:15:58.266759 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/networksets/\" range_end:\"/registry/crd.projectcalico.org/networksets0\" " with result "range_response_count:0 size:6" took too long (271.451692ms) to execute
2020-04-24 13:15:58.267159 W | etcdserver: read-only range request "key:\"/registry/pods/\" range_end:\"/registry/pods0\" " with result "range_response_count:15 size:91931" took too long (271.861203ms) to execute
2020-04-24 13:15:58.267524 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/networkpolicies/\" range_end:\"/registry/crd.projectcalico.org/networkpolicies0\" " with result "range_response_count:0 size:6" took too long (272.207003ms) to execute
2020-04-24 13:15:58.267942 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/ipamblocks/\" range_end:\"/registry/crd.projectcalico.org/ipamblocks0\" " with result "range_response_count:3 size:5381" took too long (269.907933ms) to execute
2020-04-24 13:15:58.268654 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/clusterinformations/\" range_end:\"/registry/crd.projectcalico.org/clusterinformations0\" " with result "range_response_count:1 size:913" took too long (270.213657ms) to execute
2020-04-24 13:15:58.268991 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/felixconfigurations/\" range_end:\"/registry/crd.projectcalico.org/felixconfigurations0\" " with result "range_response_count:1 size:899" took too long (270.27458ms) to execute
2020-04-24 13:15:58.269371 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/globalnetworkpolicies/\" range_end:\"/registry/crd.projectcalico.org/globalnetworkpolicies0\" " with result "range_response_count:0 size:6" took too long (270.544172ms) to execute
2020-04-24 13:15:58.269670 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/globalnetworksets/\" range_end:\"/registry/crd.projectcalico.org/globalnetworksets0\" " with result "range_response_count:0 size:6" took too long (270.598621ms) to execute
2020-04-24 13:15:58.270054 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/ippools/\" range_end:\"/registry/crd.projectcalico.org/ippools0\" " with result "range_response_count:1 size:929" took too long (270.660372ms) to execute
2020-04-24 13:15:58.273689 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" " with result "range_response_count:3 size:15097" took too long (271.114806ms) to execute
2020-04-24 13:15:58.274001 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/hostendpoints/\" range_end:\"/registry/crd.projectcalico.org/hostendpoints0\" " with result "range_response_count:0 size:6" took too long (270.76931ms) to execute
2020-04-24 13:15:58.929140 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/\" range_end:\"/registry/serviceaccounts0\" " with result "range_response_count:36 size:9819" took too long (642.000482ms) to execute
2020-04-24 13:15:58.929636 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:289" took too long (643.185265ms) to execute
2020-04-24 13:15:58.929851 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:8" took too long (628.652014ms) to execute
2020-04-24 13:15:58.930040 W | etcdserver: read-only range request "key:\"/registry/networkpolicies/\" range_end:\"/registry/networkpolicies0\" " with result "range_response_count:0 size:6" took too long (629.139145ms) to execute
2020-04-24 13:15:58.930639 W | etcdserver: request "header:<ID:9653027836254939539 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/calico-node-8kc9h.1608c3ce1501705f\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/calico-node-8kc9h.1608c3ce1501705f\" value_size:743 lease:429655799400163407 >> failure:<>>" with result "size:18" took too long (394.564295ms) to execute
2020-04-24 13:15:58.935501 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:8" took too long (267.552813ms) to execute
2020-04-24 13:15:58.935843 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (237.173482ms) to execute
2020-04-24 13:15:59.560995 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (596.289357ms) to execute
2020-04-24 13:16:00.403396 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (514.460445ms) to execute
2020-04-24 13:16:00.403450 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (604.292429ms) to execute
2020-04-24 13:16:00.763858 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (352.245927ms) to execute
2020-04-24 13:16:01.160364 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/clusterinformations/default\" " with result "range_response_count:1 size:913" took too long (144.077233ms) to execute
2020-04-24 13:16:01.946562 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (292.342036ms) to execute
2020-04-24 13:16:03.284923 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:8" took too long (143.947866ms) to execute
2020-04-24 13:16:03.284979 W | etcdserver: read-only range request "key:\"/registry/volumeattachments\" range_end:\"/registry/volumeattachmentt\" count_only:true " with result "range_response_count:0 size:6" took too long (197.557129ms) to execute
2020-04-24 13:16:03.740953 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:8" took too long (317.649504ms) to execute
2020-04-24 13:16:05.266778 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:576" took too long (381.005258ms) to execute
2020-04-24 13:16:05.974290 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (692.896246ms) to execute
2020-04-24 13:16:06.428290 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:603" took too long (424.623257ms) to execute
2020-04-24 13:16:06.428789 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/coredns-66bff467f8-jx2t2.1608c3cd90006578\" " with result "range_response_count:1 size:879" took too long (127.25986ms) to execute
2020-04-24 13:16:06.429162 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (129.54866ms) to execute
2020-04-24 13:16:06.785265 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:6" took too long (273.638683ms) to execute
2020-04-24 13:16:06.794396 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (361.587956ms) to execute
2020-04-24 13:16:07.119085 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (309.517748ms) to execute
2020-04-24 13:16:07.475174 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:6" took too long (172.989027ms) to execute
2020-04-24 13:16:08.000755 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:289" took too long (143.443101ms) to execute
2020-04-24 13:16:09.471501 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (336.386944ms) to execute
2020-04-24 13:16:10.709655 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (570.886124ms) to execute
2020-04-24 13:16:11.498391 W | etcdserver: read-only range request "key:\"/registry/crd.projectcalico.org/clusterinformations/default\" " with result "range_response_count:1 size:913" took too long (319.811012ms) to execute
2020-04-24 13:16:11.970468 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (443.017923ms) to execute
2020-04-24 13:16:12.923612 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (177.942276ms) to execute
2020-04-24 13:16:14.165526 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (177.753542ms) to execute
2020-04-24 13:16:15.406008 W | etcdserver: read-only range request "key:\"/registry/podtemplates\" range_end:\"/registry/podtemplatet\" count_only:true " with result "range_response_count:0 size:6" took too long (127.301285ms) to execute
